Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Month Name,Weekday,Profit Margin
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,34.0,75,2550,1275,50%,Online,2021,1,1,January,Sunday,50.0
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Street Footwear,33.0,149,4917,2655,54%,Online,2021,2,1,February,Wednesday,53.99633923123856
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,38.0,50,1900,1045,55%,Online,2021,2,1,February,Wednesday,55.00000000000001
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,27.0,75,2025,1033,51%,Online,2021,2,1,February,Wednesday,51.01234567901235
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,34.0,49,1666,883,53%,Online,2021,2,1,February,Wednesday,53.00120048019208
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Men's Apparel,48.0,65,3120,1654,53%,Online,2021,2,1,February,Wednesday,53.01282051282051
West Gear,1185732,2021-02-17,Northeast,West Virginia,Charleston,Women's Apparel,24.0,105,2520,1361,54%,Online,2021,2,1,February,Wednesday,54.007936507936506
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Street Footwear,28.0,165,4620,2356,51%,Online,2021,3,1,March,Tuesday,50.99567099567099
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,27.0,69,1863,1006,54%,Online,2021,3,1,March,Tuesday,53.99892646269458
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Street Footwear,19.0,91,1729,934,54%,Online,2021,3,1,March,Tuesday,54.01966454598034
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.0,49,1127,597,53%,Online,2021,3,1,March,Tuesday,52.97249334516415
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Apparel,37.0,59,2183,1092,50%,Online,2021,3,1,March,Tuesday,50.02290426019239
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Apparel,29.0,81,2349,1268,54%,Online,2021,3,1,March,Tuesday,53.980417198808006
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Street Footwear,27.0,143,3861,1969,51%,Online,2021,4,2,April,Saturday,50.997150997150996
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,28.0,75,2100,1155,55%,Online,2021,4,2,April,Saturday,55.00000000000001
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Street Footwear,19.0,68,1292,698,54%,Online,2021,4,2,April,Saturday,54.024767801857585
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.0,47,1175,611,52%,Online,2021,4,2,April,Saturday,52.0
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Apparel,60.0,56,3360,1848,55%,Online,2021,4,2,April,Saturday,55.00000000000001
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Women's Apparel,47.0,94,4418,2253,51%,Online,2021,4,2,April,Saturday,50.99592575826166
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Street Footwear,58.0,179,10382,5399,52%,Online,2021,5,2,May,Tuesday,52.00346753997302
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.0,87,3219,1642,51%,Online,2021,5,2,May,Tuesday,51.00963031997515
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Street Footwear,32.0,77,2464,1355,55%,Online,2021,5,2,May,Tuesday,54.99188311688312
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,50,1650,908,55%,Online,2021,5,2,May,Tuesday,55.03030303030303
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Men's Apparel,42.0,68,2856,1542,54%,Online,2021,5,2,May,Tuesday,53.99159663865546
West Gear,1185732,2021-05-18,Northeast,West Virginia,Charleston,Women's Apparel,52.0,95,4940,2717,55%,Online,2021,5,2,May,Tuesday,55.00000000000001
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Street Footwear,43.0,150,6450,3354,52%,Online,2021,6,2,June,Thursday,52.0
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.0,119,4403,2202,50%,Online,2021,6,2,June,Thursday,50.01135589370883
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Street Footwear,33.0,81,2673,1443,54%,Online,2021,6,2,June,Thursday,53.98428731762065
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,33.0,69,2277,1184,52%,Online,2021,6,2,June,Thursday,51.99824330259113
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,74,3034,1669,55%,Online,2021,6,2,June,Thursday,55.009887936717206
West Gear,1185732,2021-06-17,Northeast,West Virginia,Charleston,Women's Apparel,59.0,115,6785,3528,52%,Online,2021,6,2,June,Thursday,51.99705232129698
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Street Footwear,55.0,182,10010,5205,52%,Online,2021,7,3,July,Friday,51.998001998001996
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,50.0,116,5800,3074,53%,Online,2021,7,3,July,Friday,53.0
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Street Footwear,49.0,98,4802,2545,53%,Online,2021,7,3,July,Friday,52.99875052061641
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,48.0,77,3696,1885,51%,Online,2021,7,3,July,Friday,51.00108225108225
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Apparel,54.0,87,4698,2537,54%,Online,2021,7,3,July,Friday,54.00170285227757
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Apparel,63.0,133,8379,4525,54%,Online,2021,7,3,July,Friday,54.00405776345626
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Street Footwear,46.0,131,6026,3134,52%,Online,2021,8,3,August,Tuesday,52.0079654829074
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,42.0,90,3780,2079,55%,Online,2021,8,3,August,Tuesday,55.00000000000001
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Street Footwear,38.0,87,3306,1719,52%,Online,2021,8,3,August,Tuesday,51.99637023593466
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,36.0,72,2592,1322,51%,Online,2021,8,3,August,Tuesday,51.00308641975309
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Men's Apparel,49.0,68,3332,1799,54%,Online,2021,8,3,August,Tuesday,53.99159663865546
West Gear,1185732,2021-08-17,Northeast,West Virginia,Charleston,Women's Apparel,54.0,115,6210,3353,54%,Online,2021,8,3,August,Tuesday,53.993558776167475
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Street Footwear,34.0,154,5236,2670,51%,Online,2021,9,3,September,Saturday,50.993124522536284
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Athletic Footwear,29.0,91,2639,1399,53%,Online,2021,9,3,September,Saturday,53.01250473664266
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,68,1632,881,54%,Online,2021,9,3,September,Saturday,53.982843137254896
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Athletic Footwear,23.0,59,1357,679,50%,Online,2021,9,3,September,Saturday,50.03684598378777
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Men's Apparel,32.0,61,1952,1015,52%,Online,2021,9,3,September,Saturday,51.997950819672134
West Gear,1185732,2021-09-18,Northeast,West Virginia,Charleston,Women's Apparel,36.0,75,2700,1377,51%,Online,2021,9,3,September,Saturday,51.0
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Street Footwear,41.0,115,4715,2546,54%,Online,2021,10,4,October,Sunday,53.99787910922588
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,32.0,80,2560,1331,52%,Online,2021,10,4,October,Sunday,51.9921875
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Street Footwear,33.0,44,1452,770,53%,Online,2021,10,4,October,Sunday,53.03030303030303
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,32.0,47,1504,797,53%,Online,2021,10,4,October,Sunday,52.99202127659575
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Apparel,41.0,53,2173,1195,55%,Online,2021,10,4,October,Sunday,54.99309710078233
Foot Locker,1185732,2021-10-17,Northeast,West Virginia,Charleston,Women's Apparel,47.0,84,3948,1974,50%,Online,2021,10,4,October,Sunday,50.0
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Street Footwear,44.0,117,5148,2677,52%,Online,2021,11,4,November,Wednesday,52.000777000777
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,33.0,95,3135,1662,53%,Online,2021,11,4,November,Wednesday,53.014354066985646
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Street Footwear,32.0,77,2464,1232,50%,Online,2021,11,4,November,Wednesday,50.0
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Athletic Footwear,38.0,91,3458,1902,55%,Online,2021,11,4,November,Wednesday,55.0028918449971
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Men's Apparel,62.0,78,4836,2563,53%,Online,2021,11,4,November,Wednesday,52.99834574028123
Foot Locker,1185732,2021-11-17,Northeast,West Virginia,Charleston,Women's Apparel,64.0,100,6400,3264,51%,Online,2021,11,4,November,Wednesday,51.0
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Street Footwear,60.0,176,10560,5491,52%,Online,2021,12,4,December,Thursday,51.99810606060606
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,52.0,135,7020,3650,52%,Online,2021,12,4,December,Thursday,51.99430199430199
West Gear,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Street Footwear,50.0,112,5600,2968,53%,Online,2021,12,4,December,Thursday,53.0
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,53.0,102,5406,2757,51%,Online,2021,12,4,December,Thursday,50.99889012208657
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Men's Apparel,61.0,95,5795,2898,50%,Online,2021,12,4,December,Thursday,50.008628127696284
Foot Locker,1185732,2021-12-16,Northeast,West Virginia,Charleston,Women's Apparel,68.0,122,8296,4563,55%,Online,2021,12,4,December,Thursday,55.002410800385725
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Street Footwear,33.0,106,3498,1749,50%,Online,2021,1,1,January,Sunday,50.0
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.0,68,2312,1087,47%,Online,2021,1,1,January,Sunday,47.015570934256054
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,63,1512,696,46%,Online,2021,1,1,January,Sunday,46.03174603174603
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Athletic Footwear,28.0,20,560,280,50%,Online,2021,1,1,January,Sunday,50.0
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Men's Apparel,42.0,33,1386,596,43%,Online,2021,1,1,January,Sunday,43.001443001443
Foot Locker,1185732,2021-01-24,Northeast,West Virginia,Charleston,Women's Apparel,33.0,59,1947,779,40%,Online,2021,1,1,January,Sunday,40.01027221366205
Foot Locker,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Street Footwear,32.0,138,4416,2340,53%,Online,2021,2,1,February,Monday,52.9891304347826
West Gear,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Athletic Footwear,34.0,38,1292,594,46%,Online,2021,2,1,February,Monday,45.975232198142415
West Gear,1185732,2021-02-22,Northeast,West Virginia,Charleston,Women's Street Footwear,24.0,46,1104,519,47%,Online,2021,2,1,February,Monday,47.01086956521739
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,28.0,14,392,196,50%,Online,2021,2,1,February,Monday,50.0
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Men's Apparel,41.0,31,1271,572,45%,Online,2021,2,1,February,Monday,45.00393391030684
West Gear,1185732,2021-02-22,Northeast,Maryland,Baltimore,Women's Apparel,34.0,63,2142,921,43%,Online,2021,2,1,February,Monday,42.997198879551824
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Street Footwear,32.0,125,4000,2120,53%,Online,2021,3,1,March,Saturday,53.0
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,34.0,39,1326,623,47%,Online,2021,3,1,March,Saturday,46.98340874811463
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Street Footwear,24.0,53,1272,623,49%,Online,2021,3,1,March,Saturday,48.977987421383645
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,29.0,7,203,93,46%,Online,2021,3,1,March,Saturday,45.812807881773395
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Men's Apparel,43.0,22,946,407,43%,Online,2021,3,1,March,Saturday,43.02325581395349
West Gear,1185732,2021-03-20,Northeast,Maryland,Baltimore,Women's Apparel,33.0,49,1617,728,45%,Online,2021,3,1,March,Saturday,45.02164502164502
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Street Footwear,33.0,128,4224,2154,51%,Online,2021,4,2,April,Wednesday,50.99431818181818
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,32.0,31,992,466,47%,Online,2021,4,2,April,Wednesday,46.975806451612904
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Street Footwear,24.0,33,792,388,49%,Online,2021,4,2,April,Wednesday,48.98989898989899
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,27.0,13,351,165,47%,Online,2021,4,2,April,Wednesday,47.008547008547005
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Men's Apparel,41.0,15,615,277,45%,Online,2021,4,2,April,Wednesday,45.040650406504064
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Apparel,32.0,52,1664,732,44%,Online,2021,4,2,April,Wednesday,43.99038461538461
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Street Footwear,49.0,118,5782,3007,52%,Online,2021,5,2,May,Thursday,52.006226219301276
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.0,47,1974,908,46%,Online,2021,5,2,May,Thursday,45.99797365754812
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Street Footwear,36.0,38,1368,657,48%,Online,2021,5,2,May,Thursday,48.026315789473685
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,30,1110,533,48%,Online,2021,5,2,May,Thursday,48.01801801801802
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Apparel,49.0,36,1764,741,42%,Online,2021,5,2,May,Thursday,42.00680272108844
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Women's Apparel,52.0,63,3276,1343,41%,Online,2021,5,2,May,Thursday,40.995115995115995
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Street Footwear,47.0,125,5875,2938,50%,Online,2021,6,2,June,Tuesday,50.00851063829788
West Gear,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.0,75,3075,1445,47%,Online,2021,6,2,June,Tuesday,46.99186991869919
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Street Footwear,37.0,47,1739,870,50%,Online,2021,6,2,June,Tuesday,50.02875215641173
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,44,1628,814,50%,Online,2021,6,2,June,Tuesday,50.0
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Men's Apparel,49.0,42,2058,906,44%,Online,2021,6,2,June,Tuesday,44.02332361516035
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Apparel,53.0,84,4452,2003,45%,Online,2021,6,2,June,Tuesday,44.99101527403414
Foot Locker,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Street Footwear,49.0,131,6419,3338,52%,Online,2021,7,3,July,Tuesday,52.0018694500701
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,42.0,72,3024,1452,48%,Online,2021,7,3,July,Tuesday,48.01587301587302
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Women's Street Footwear,37.0,60,2220,1088,49%,Online,2021,7,3,July,Tuesday,49.009009009009006
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.0,45,1620,761,47%,Online,2021,7,3,July,Tuesday,46.97530864197531
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Men's Apparel,46.0,51,2346,1056,45%,Online,2021,7,3,July,Tuesday,45.012787723785166
Sports Direct,1185732,2021-07-20,Northeast,Maryland,Baltimore,Women's Apparel,54.0,102,5508,2313,42%,Online,2021,7,3,July,Tuesday,41.993464052287585
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Men's Street Footwear,48.0,135,6480,3434,53%,Online,2021,8,3,August,Saturday,52.99382716049382
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,41.0,83,3403,1702,50%,Online,2021,8,3,August,Saturday,50.014692918013516
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Women's Street Footwear,39.0,60,2340,1170,50%,Online,2021,8,3,August,Saturday,50.0
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,44,1628,749,46%,Online,2021,8,3,August,Saturday,46.007371007371006
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Men's Apparel,47.0,38,1786,804,45%,Online,2021,8,3,August,Saturday,45.016797312430015
Sports Direct,1185732,2021-08-21,Northeast,Maryland,Baltimore,Women's Apparel,53.0,81,4293,1846,43%,Online,2021,8,3,August,Saturday,43.00023293733985
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Men's Street Footwear,49.0,128,6272,3199,51%,Online,2021,9,3,September,Monday,51.00446428571429
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Men's Athletic Footwear,44.0,63,2772,1247,45%,Online,2021,9,3,September,Monday,44.98556998556998
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Women's Street Footwear,38.0,36,1368,684,50%,Online,2021,9,3,September,Monday,50.0
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Women's Athletic Footwear,36.0,25,900,405,45%,Online,2021,9,3,September,Monday,45.0
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Men's Apparel,48.0,30,1440,619,43%,Online,2021,9,3,September,Monday,42.986111111111114
Sports Direct,1185732,2021-09-20,Northeast,Maryland,Baltimore,Women's Apparel,54.0,50,2700,1080,40%,Online,2021,9,3,September,Monday,40.0
Sports Direct,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Street Footwear,52.0,113,5876,3173,54%,Online,2021,10,4,October,Friday,53.99931926480599
Sports Direct,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Athletic Footwear,48.0,58,2784,1281,46%,Online,2021,10,4,October,Friday,46.012931034482754
Sports Direct,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Street Footwear,49.0,25,1225,564,46%,Online,2021,10,4,October,Friday,46.04081632653062
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,49.0,21,1029,515,50%,Online,2021,10,4,October,Friday,50.0485908649174
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Men's Apparel,56.0,20,1120,448,40%,Online,2021,10,4,October,Friday,40.0
Foot Locker,1185732,2021-10-22,Northeast,Maryland,Baltimore,Women's Apparel,60.0,52,3120,1248,40%,Online,2021,10,4,October,Friday,40.0
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Street Footwear,58.0,88,5104,2807,55%,Online,2021,11,4,November,Sunday,54.9960815047022
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.0,51,2295,1079,47%,Online,2021,11,4,November,Sunday,47.01525054466231
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Women's Street Footwear,49.0,48,2352,1176,50%,Online,2021,11,4,November,Sunday,50.0
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,48.0,41,1968,905,46%,Online,2021,11,4,November,Sunday,45.985772357723576
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Men's Apparel,56.0,31,1736,764,44%,Online,2021,11,4,November,Sunday,44.00921658986175
Foot Locker,1185732,2021-11-21,Northeast,Maryland,Baltimore,Women's Apparel,62.0,63,3906,1680,43%,Online,2021,11,4,November,Sunday,43.01075268817204
